BUILDINGNU,BUILDINGST,DIAMETER,SPECIES,BOROUGH,ZIPCODE
271,ADAM C POWELL BOULEVARD,5,GLTR,Manhattan,
482B,LENOX AVENUE,7,PYCA,Manhattan,
482B,LENOX AVENUE,4,PYCA,Manhattan,
482B,LENOX AVENUE,6,PYCA,Manhattan,
482B,LENOX AVENUE,0,,Manhattan,
2480,WEST  133 STREET,9,QUPA,Manhattan,
210,ADAM C POWELL BOULEVARD,3,ZESE,Manhattan,
210,ADAM C POWELL BOULEVARD,3,ZESE,Manhattan,
2240,WEST  132 STREET,8,FRPE,Manhattan,
2245,WEST  132 STREET,3,GIBI,Manhattan,
2245,WEST  132 STREET,2,GIBI,Manhattan,
3638,LENOX AVENUE,7,PYCA,Manhattan,
210,ADAM C POWELL BOULEVARD,6,GLTR,Manhattan,
210,ADAM C POWELL BOULEVARD,6,GLTR,Manhattan,
210,ADAM C POWELL BOULEVARD,7,QUPA,Manhattan,
270,FRED DOUGLASS BOULEVARD,6,PLAC,Manhattan,
270,FRED DOUGLASS BOULEVARD,10,GIBI,Manhattan,
2470,WEST  132 STREET,10,GLTR,Manhattan,
151,ADAM C POWELL BOULEVARD,8,FRPE,Manhattan,
151,ADAM C POWELL BOULEVARD,2,STJA2,Manhattan,
215,ADAM C POWELL BOULEVARD,18,PLAC,Manhattan,
215,ADAM C POWELL BOULEVARD,18,PLAC,Manhattan,
485,WEST  138 STREET,22,STJA2,Manhattan,
498,FRED DOUGLASS BOULEVARD,17,QUPA,Manhattan,
1412,WEST  118 STREET,5,ACRU,Manhattan,
2541,WEST  149 STREET,14,GLTR,Manhattan,
2541,WEST  147 STREET,12,GLTR,Manhattan,
1113,WEST  116 STREET,18,QUPA,Manhattan,
1113,WEST  116 STREET,13,QUPA,Manhattan,
284,FRED DOUGLASS BOULEVARD,3,GLTR,Manhattan,
284,FRED DOUGLASS BOULEVARD,6,TICO,Manhattan,
2812,MACOMBS PLACE,14,QUPA,Manhattan,
4040,MACOMBS PLACE,21,QUPA,Manhattan,
904,FRED DOUGLASS BOULEVARD,7,TICO,Manhattan,
904,FRED DOUGLASS BOULEVARD,14,ULAM,Manhattan,
385,FRED DOUGLASS BOULEVARD,3,UNK,Manhattan,
1,EDGECOMBE AVENUE,17,QUPA,Manhattan,
2802,WEST  149 STREET,0,,Manhattan,
2802,WEST  149 STREET,63,QUPA,Manhattan,
2225,WEST  135 STREET,10,GIBI,Manhattan,
2225,WEST  135 STREET,10,GIBI,Manhattan,
2225,WEST  135 STREET,8,GIBI,Manhattan,
2225,WEST  135 STREET,11,GIBI,Manhattan,
2225,WEST  135 STREET,11,GIBI,Manhattan,
2225,WEST  135 STREET,10,GIBI,Manhattan,
2225,WEST  135 STREET,10,GIBI,Manhattan,
3,EDGECOMBE AVENUE,19,QUPA,Manhattan,
273,FRED DOUGLASS BOULEVARD,38,FRPE,Manhattan,
1468,WEST 118 STREET,6,TICO,Manhattan,
1468,WEST 118 STREET,7,TICO,Manhattan,
1468,WEST 118 STREET,6,TICO,Manhattan,
1468,WEST 118 STREET,6,TICO,Manhattan,
1468,WEST 118 STREET,6,TICO,Manhattan,
2225,WEST  135 STREET,10,GIBI,Manhattan,
2225,WEST  135 STREET,14,GIBI,Manhattan,
2225,WEST  135 STREET,13,GIBI,Manhattan,
110,CENTRAL PARK NORTH,2,GIBI,Manhattan,
110,CENTRAL PARK NORTH,16,GIBI,Manhattan,
61,WEST  113 STREET,4,PLAC,Manhattan,
61,WEST  113 STREET,3,PLAC,Manhattan,
61,WEST  113 STREET,3,PLAC,Manhattan,
1400,WEST  129 STREET,51,ULAM,Manhattan,
1400,WEST  129 STREET,4,GLTR,Manhattan,
1400,WEST  129 STREET,4,GLTR,Manhattan,
1400,WEST  129 STREET,4,GLTR,Manhattan,
1917,WEST  116 STREET,7,GLTR,Manhattan,
3456,WEST  141 STREET,0,,Manhattan,
2910,WEST  113 STREET,11,QUPA,Manhattan,
2922,WEST  114 STREET,4,GIBI,Manhattan,
2922,WEST  114 STREET,4,GIBI,Manhattan,
2922,WEST  114 STREET,7,GIBI,Manhattan,
2892,WEST  112 STREET,2,QURU,Manhattan,
1640,WEST  141 STREET,10,GLTR,Manhattan,
1640,WEST  141 STREET,4,GLTR,Manhattan,
1640,WEST  141 STREET,6,GLTR,Manhattan,
1640,WEST  141 STREET,13,GLTR,Manhattan,
3381,WEST  137 STREET,4,PYCA,Manhattan,
3418,WEST  138 STREET,3,ZESE,Manhattan,
2922,WEST  114 STREET,4,GIBI,Manhattan,
2864,WEST  111 STREET,6,PYCA,Manhattan,
2864,WEST  111 STREET,10,ACSA1,Manhattan,
2870,WEST  111 STREET,11,GLTR,Manhattan,
2872,WEST  111 STREET,5,PYCA,Manhattan,
2876,WEST  111 STREET,12,STJA2,Manhattan,
2878,WEST  111 STREET,8,PYCA,Manhattan,
2888,WEST  112 STREET,4,TICO,Manhattan,
2892,WEST  112 STREET,4,LIST,Manhattan,
2896,WEST  112 STREET,6,FRPE,Manhattan,
2896,WEST  112 STREET,6,FRPE,Manhattan,
2900,WEST  113 STREET,5,QUPA,Manhattan,
2906,WEST  113 STREET,5,QUPA,Manhattan,
2906,WEST  113 STREET,8,QUPA,Manhattan,
2910,WEST  113 STREET,10,QUPA,Manhattan,
2848,CATHEDRAL PARKWAY,4,QUPA,Manhattan,
144,EAST  128 STREET,5,GLTR,Manhattan,10035
144,EAST  128 STREET,4,GLTR,Manhattan,10035
144,EAST  128 STREET,4,GLTR,Manhattan,10035
1230,5 AVENUE,24,TIAM,Manhattan,10029
1230,5 AVENUE,34,ULAM,Manhattan,10029
1220,5 AVENUE,10,TIAM,Manhattan,10029
1220,5 AVENUE,9,TIAM,Manhattan,10029
1230,5 AVENUE,17,TIAM,Manhattan,10029
1230,5 AVENUE,27,ULAM,Manhattan,10029
1220,5 AVENUE,10,TIAM,Manhattan,10029
1220,5 AVENUE,8,ULAM,Manhattan,10029
1220,5 AVENUE,40,ULAM,Manhattan,10029
153,EAST 104 STREET,7,STJA2,Manhattan,10029
7,EAST 107 STREET,11,GLTR,Manhattan,10029
13,EAST 107 STREET,10,GLTR,Manhattan,10029
1220,5 AVENUE,11,TIAM,Manhattan,10029
157,EAST 104 STREET,11,PYCA,Manhattan,10029
3,EAST 107 STREET,12,GLTR,Manhattan,10029
11,EAST 107 STREET,13,GLTR,Manhattan,10029
15,EAST 107 STREET,12,GLTR,Manhattan,10029
12,EAST 107 STREET,13,GLTR,Manhattan,10029
12,EAST 107 STREET,19,GLTR,Manhattan,10029
1240,5 AVENUE,38,ULAM,Manhattan,10029
21,EAST 107 STREET,13,GLTR,Manhattan,10029
12,EAST 107 STREET,16,GLTR,Manhattan,10029
1240,5 AVENUE,11,ULAM,Manhattan,10029
1240,5 AVENUE,24,ULAM,Manhattan,10029
1240,5 AVENUE,10,ULAM,Manhattan,10029
1240,5 AVENUE,10,TICO,Manhattan,10029
1240,5 AVENUE,25,TICO,Manhattan,10029
1240,5 AVENUE,26,ULAM,Manhattan,10029
1240,5 AVENUE,6,TICO,Manhattan,10029
1240,5 AVENUE,18,TIAM,Manhattan,10029
304,EAST 103 STREET,0,,Manhattan,10029
400,PLEASANT AVENUE,4,PRCE,Manhattan,
1831,EAST  120 STREET,4,PYCA,Manhattan,
1831,EAST  120 STREET,4,PYCA,Manhattan,
2070,WEST  124 STREET,13,GLTR,Manhattan,
2070,WEST  124 STREET,13,GLTR,Manhattan,
2070,WEST  124 STREET,13,GLTR,Manhattan,
2070,WEST  124 STREET,6,GLTR,Manhattan,
2070,WEST  124 STREET,16,GLTR,Manhattan,
2070,WEST  124 STREET,1,GLTR,Manhattan,
2070,WEST  124 STREET,12,GLTR,Manhattan,
2070,WEST  124 STREET,14,GLTR,Manhattan,
2070,WEST  124 STREET,14,GLTR,Manhattan,
1295,EAST  110 STREET,6,PYCA,Manhattan,
1295,EAST  110 STREET,8,PYCA,Manhattan,
1295,EAST  110 STREET,8,PYCA,Manhattan,
1295,EAST  110 STREET,0,,Manhattan,
1295,EAST  110 STREET,8,PYCA,Manhattan,
1295,EAST  110 STREET,9,STJA2,Manhattan,
1295,EAST  110 STREET,9,STJA2,Manhattan,
1295,EAST  110 STREET,4,QUPA,Manhattan,
1295,EAST  110 STREET,6,STJA2,Manhattan,
1295,EAST  110 STREET,0,,Manhattan,
2070,WEST  124 STREET,1,GLTR,Manhattan,
2070,WEST  124 STREET,15,GLTR,Manhattan,
2070,WEST  124 STREET,15,GLTR,Manhattan,
2070,WEST  124 STREET,14,GLTR,Manhattan,
1385,EAST  115 STREET,3,FRPE,Manhattan,
1385,EAST  115 STREET,3,FRPE,Manhattan,
1760,EAST  115 STREET,0,,Manhattan,
1760,EAST  115 STREET,0,,Manhattan,
1400,EAST  116 STREET,15,PLAC,Manhattan,
1400,EAST  116 STREET,3,FRPE,Manhattan,
1400,EAST  116 STREET,4,FRPE,Manhattan,
1400,EAST  116 STREET,6,FRPE,Manhattan,
1590,EAST  101 STREET,12,GLTR,Manhattan,
1590,EAST  101 STREET,4,GIBI,Manhattan,
2406,EAST  127 STREET,2,COFL,Manhattan,
2406,EAST  127 STREET,2,PRCE,Manhattan,
2406,EAST  127 STREET,3,COFL,Manhattan,
2406,EAST  127 STREET,3,COFL,Manhattan,
2406,EAST  127 STREET,2,PRCE,Manhattan,
2406,EAST  127 STREET,3,COFL,Manhattan,
2406,EAST  127 STREET,3,COFL,Manhattan,
2406,EAST  127 STREET,2,PRCE,Manhattan,
2406,EAST  127 STREET,2,COFL,Manhattan,
2406,EAST  127 STREET,3,COFL,Manhattan,
2406,EAST  127 STREET,3,COFL,Manhattan,
2406,EAST  127 STREET,2,PRCE,Manhattan,
4113,EAST  120 STREET,12,GLTR,Manhattan,
4113,EAST  120 STREET,11,GLTR,Manhattan,
4113,EAST  120 STREET,11,GLTR,Manhattan,
4113,EAST  120 STREET,10,FRPE,Manhattan,
4113,EAST  120 STREET,11,GLTR,Manhattan,
2406,EAST  127 STREET,3,COFL,Manhattan,
2406,EAST  127 STREET,3,COFL,Manhattan,
4113,EAST  120 STREET,6,QURU,Manhattan,
4113,EAST  120 STREET,10,AIAL,Manhattan,
4113,EAST  120 STREET,7,QURU,Manhattan,
1430,EAST  117 STREET,13,QUPA,Manhattan,
1430,EAST  117 STREET,14,QUPA,Manhattan,
1430,EAST  117 STREET,8,TITO,Manhattan,
1430,EAST  117 STREET,7,UNK,Manhattan,
1695,EAST  112 STREET,5,PLAC,Manhattan,
1695,EAST  112 STREET,7,PLAC,Manhattan,
1695,EAST  112 STREET,0,,Manhattan,
1695,EAST  112 STREET,0,,Manhattan,
1695,EAST  112 STREET,0,,Manhattan,
2095,EAST  115 STREET,8,QUPA,Manhattan,
1665,EAST  111 STREET,8,PLAC,Manhattan,
1325,EAST  111 STREET,13,GLTR,Manhattan,
1325,EAST  111 STREET,11,STJA2,Manhattan,
1325,EAST  111 STREET,6,STJA2,Manhattan,
1325,EAST  111 STREET,13,STJA2,Manhattan,
1668,EAST  118 STREET,4,PYCA,Manhattan,
1430,EAST  117 STREET,20,QUPA,Manhattan,
1760,EAST  115 STREET,0,,Manhattan,
1760,EAST  115 STREET,0,,Manhattan,
1760,EAST  115 STREET,7,,Manhattan,
1430,EAST  117 STREET,8,TITO,Manhattan,
1430,EAST  117 STREET,7,UNK,Manhattan,
1430,EAST  117 STREET,20,QUPA,Manhattan,
1441,EAST  117 STREET,4,STJA2,Manhattan,
1441,EAST  117 STREET,4,STJA2,Manhattan,
1784,EAST  117 STREET,5,STJA2,Manhattan,
1784,EAST  117 STREET,4,STJA2,Manhattan,
1852,EAST  117 STREET,3,PYCA,Manhattan,
1852,EAST  117 STREET,4,PYCA,Manhattan,
1230,EAST  102 STREET,17,PLAC,Manhattan,
1230,EAST  102 STREET,9,GIBI,Manhattan,
1215,EAST  102 STREET,9,PYCA,Manhattan,
1982,EAST  102 STREET,3,ZESE,Manhattan,
2000,EAST 103 STREET,21,PLAC,Manhattan,
2000,EAST 103 STREET,16,PLAC,Manhattan,
1427,EAST   99 STREET,5,PYCA,Manhattan,
1427,EAST   99 STREET,6,PYCA,Manhattan,
1427,EAST   99 STREET,6,PYCA,Manhattan,
1427,EAST   99 STREET,7,PYCA,Manhattan,
1427,EAST   99 STREET,6,PYCA,Manhattan,
1430,EAST  117 STREET,13,QUPA,Manhattan,
1430,EAST  117 STREET,14,QUPA,Manhattan,
1852,EAST  117 STREET,2,PYCA,Manhattan,
1158,EAST   97 STREET,6,PYCA,Manhattan,
1158,EAST   97 STREET,0,,Manhattan,
1158,EAST   97 STREET,4,UNK,Manhattan,
2144,EAST  117 STREET,2,PR,Manhattan,
1215,EAST  102 STREET,7,PYCA,Manhattan,
1215,EAST  102 STREET,9,PYCA,Manhattan,
1825,EAST 118 STREET,2,GLTR,Manhattan,
1825,EAST 118 STREET,3,GLTR,Manhattan,
1825,EAST 118 STREET,3,GLTR,Manhattan,
1951,EAST  131 STREET,21,PLAC,Manhattan,
2201,EAST 135 STREET,22,PLAC,Manhattan,
2201,EAST 135 STREET,23,PLAC,Manhattan,
2201,EAST 135 STREET,22,PLAC,Manhattan,
2201,EAST 135 STREET,23,PLAC,Manhattan,
2202,EAST 135 STREET,26,PLAC,Manhattan,
2202,EAST 135 STREET,28,PLAC,Manhattan,
2202,EAST 135 STREET,29,PLAC,Manhattan,
2202,EAST 135 STREET,28,PLAC,Manhattan,
1230,EAST 105 STREET,0,,Manhattan,
1230,EAST 105 STREET,0,,Manhattan,
1230,EAST 105 STREET,0,,Manhattan,
1230,EAST 105 STREET,0,,Manhattan,
2119,EAST  130 STREET,14,GLTR,Manhattan,
2119,EAST  130 STREET,17,GLTR,Manhattan,
2119,EAST  130 STREET,21,GLTR,Manhattan,
2170,EAST  130 STREET,7,PYCA,Manhattan,
2170,EAST  130 STREET,5,UNK,Manhattan,
2170,EAST  130 STREET,4,,Manhattan,
1880,EAST  128 STREET,3,PYCA,Manhattan,
2015,EAST  128 STREET,6,PYCA,Manhattan,
2015,EAST  128 STREET,5,PYCA,Manhattan,
2020,EAST  128 STREET,19,TICO,Manhattan,
563,ISHAM STREET,5,ZESE,Manhattan,10034
563,ISHAM STREET,5,ZESE,Manhattan,10034
563,ISHAM STREET,4,ZESE,Manhattan,10034
563,ISHAM STREET,5,ZESE,Manhattan,10034
563,ISHAM STREET,4,ZESE,Manhattan,10034
563,ISHAM STREET,10,UNK,Manhattan,10034
563,ISHAM STREET,4,QURU,Manhattan,10034
563,ISHAM STREET,4,ZESE,Manhattan,10034
563,ISHAM STREET,6,ZESE,Manhattan,10034
563,ISHAM STREET,9,UNK,Manhattan,10034
563,ISHAM STREET,22,QURU,Manhattan,10034
563,ISHAM STREET,8,UNK,Manhattan,10034
563,ISHAM STREET,2,TICO,Manhattan,10034
563,ISHAM STREET,4,,Manhattan,10034
563,ISHAM STREET,4,,Manhattan,10034
563,ISHAM STREET,10,UNK,Manhattan,10034
563,ISHAM STREET,8,UNK,Manhattan,10034
563,ISHAM STREET,4,,Manhattan,10034
563,ISHAM STREET,3,,Manhattan,10034
563,ISHAM STREET,26,QURU,Manhattan,10034
563,ISHAM STREET,7,UNK,Manhattan,10034
563,ISHAM STREET,14,ZESE,Manhattan,10034
563,ISHAM STREET,16,ZESE,Manhattan,10034
4089,BROADWAY,4,GLTR,Manhattan,10032
4031,BROADWAY,6,GLTR,Manhattan,10032
3755,BROADWAY,0,,Manhattan,10032
3755,BROADWAY,6,GLTR,Manhattan,10032
3755,BROADWAY,5,GLTR,Manhattan,10032
3755,BROADWAY,6,GLTR,Manhattan,10032
3755,BROADWAY,5,ACRU,Manhattan,10032
3755,BROADWAY,6,ZESE,Manhattan,10032
3755,BROADWAY,9,ACRU,Manhattan,10032
3755,BROADWAY,13,ACRU,Manhattan,10032
3755,BROADWAY,3,ACRU,Manhattan,10032
3755,BROADWAY,7,TICO,Manhattan,10032
3755,BROADWAY,12,GIBI,Manhattan,10032
3959,BROADWAY,4,MA2,Manhattan,10032
3959,BROADWAY,3,MA2,Manhattan,10032
3959,BROADWAY,6,MA2,Manhattan,10032
3959,BROADWAY,5,MA2,Manhattan,10032
3959,BROADWAY,6,MA2,Manhattan,10032
4038,ST NICHOLAS AVENUE,9,GIBI,Manhattan,
418,JUMEL TERRACE,20,GLTR,Manhattan,
418,JUMEL TERRACE,29,FRPE,Manhattan,
420,SYLVAN TERRACE,22,AIAL,Manhattan,
420,SYLVAN TERRACE,25,AIAL,Manhattan,
420,SYLVAN TERRACE,19,AIAL,Manhattan,
410,JUMEL TERRACE,26,AIAL,Manhattan,
410,JUMEL TERRACE,7,AIAL,Manhattan,
418,JUMEL TERRACE,24,CEOC,Manhattan,
418,JUMEL TERRACE,9,FRPE,Manhattan,
414,JUMEL TERRACE,14,GLTR,Manhattan,
410,JUMEL TERRACE,10,FRPE,Manhattan,
788,WEST  156 STREET,9,GLTR,Manhattan,
4020,ST NICHOLAS AVENUE,6,PYCA,Manhattan,
4026,ST NICHOLAS AVENUE,5,PYCA,Manhattan,
4030,ST NICHOLAS AVENUE,4,TICO,Manhattan,
4034,ST NICHOLAS AVENUE,3,STJA2,Manhattan,
2421,AMSTERDAM AVENUE,21,PLAC,Manhattan,
2421,AMSTERDAM AVENUE,17,PLAC,Manhattan,
2421,AMSTERDAM AVENUE,21,PLAC,Manhattan,
2431,AMSTERDAM AVENUE,19,PLAC,Manhattan,
2431,AMSTERDAM AVENUE,0,,Manhattan,
49,WEST  180 STREET,15,QUPH,Manhattan,
4028,ST NICHOLAS AVENUE,7,PYCA,Manhattan,
4038,ST NICHOLAS AVENUE,6,PYCA,Manhattan,
4038,ST NICHOLAS AVENUE,7,PYCA,Manhattan,
400,WEST  177 STREET,9,STJA2,Manhattan,
1970,WEST  158 STREET,22,GLTR,Manhattan,
1970,WEST  158 STREET,19,GLTR,Manhattan,
1920,WEST  156 STREET,3,GLTR,Manhattan,
1920,WEST  156 STREET,14,ULAM,Manhattan,
1920,WEST  156 STREET,11,ULAM,Manhattan,
253,AMSTERDAM AVENUE,7,TICO,Manhattan,
804,PINEHURST AVENUE,5,PYCA,Manhattan,
495,WEST  184 STREET,12,GIBI,Manhattan,
5056,WEST  211 STREET,0,,Manhattan,
801,WEST  189 STREET,5,PYCA,Manhattan,
A Subway bldg,MARGARET CORBIN DRIVE,21,PLAC,Manhattan,
A Subway bldg,MARGARET CORBIN DRIVE,19,PLAC,Manhattan,
A Subway bldg,MARGARET CORBIN DRIVE,13,TADI,Manhattan,
A Subway bldg,MARGARET CORBIN DRIVE,3,QURU,Manhattan,
A Subway bldg,MARGARET CORBIN DRIVE,10,PRVISH,Manhattan,
A Subway bldg,MARGARET CORBIN DRIVE,23,,Manhattan,
A Subway bldg,MARGARET CORBIN DRIVE,5,TADI,Manhattan,
A Subway bldg,MARGARET CORBIN DRIVE,24,,Manhattan,
A Subway bldg,MARGARET CORBIN DRIVE,3,QURU,Manhattan,
A Subway bldg,MARGARET CORBIN DRIVE,9,QUAL,Manhattan,
A Subway bldg,MARGARET CORBIN DRIVE,22,,Manhattan,
A Subway bldg,MARGARET CORBIN DRIVE,22,PLAC,Manhattan,
A Subway bldg,MARGARET CORBIN DRIVE,8,TADI,Manhattan,
A Subway bldg,MARGARET CORBIN DRIVE,16,PLAC,Manhattan,
A Subway bldg,MARGARET CORBIN DRIVE,9,TADI,Manhattan,
A Subway bldg,MARGARET CORBIN DRIVE,16,PLAC,Manhattan,
A Subway bldg,MARGARET CORBIN DRIVE,18,PLAC,Manhattan,
A Subway bldg,MARGARET CORBIN DRIVE,15,TADI,Manhattan,
A Subway bldg,MARGARET CORBIN DRIVE,26,PLAC,Manhattan,
A Subway bldg,MARGARET CORBIN DRIVE,22,PLAC,Manhattan,
A Subway bldg,MARGARET CORBIN DRIVE,21,PLAC,Manhattan,
A Subway bldg,MARGARET CORBIN DRIVE,2,TADI,Manhattan,
A Subway bldg,MARGARET CORBIN DRIVE,23,PLAC,Manhattan,
A Subway bldg,MARGARET CORBIN DRIVE,21,PLAC,Manhattan,
A Subway bldg,MARGARET CORBIN DRIVE,20,PLAC,Manhattan,
A Subway bldg,MARGARET CORBIN DRIVE,2,QURU,Manhattan,
A Subway bldg,MARGARET CORBIN DRIVE,20,PLAC,Manhattan,
A Subway bldg,MARGARET CORBIN DRIVE,13,TADI,Manhattan,
A Subway bldg,MARGARET CORBIN DRIVE,28,UNK,Manhattan,
A Subway bldg,MARGARET CORBIN DRIVE,2,QURU,Manhattan,
A Subway bldg,MARGARET CORBIN DRIVE,2,QURU,Manhattan,
A Subway bldg,MARGARET CORBIN DRIVE,17,PLAC,Manhattan,
A Subway bldg,MARGARET CORBIN DRIVE,2,QURU,Manhattan,
A Subway bldg,MARGARET CORBIN DRIVE,3,QURU,Manhattan,
A Subway bldg,MARGARET CORBIN DRIVE,17,PLAC,Manhattan,
A Subway bldg,MARGARET CORBIN DRIVE,16,TADI,Manhattan,
A Subway bldg,MARGARET CORBIN DRIVE,22,PLAC,Manhattan,
A Subway bldg,MARGARET CORBIN DRIVE,19,PLAC,Manhattan,
A Subway bldg,MARGARET CORBIN DRIVE,17,PLAC,Manhattan,
A Subway bldg,MARGARET CORBIN DRIVE,2,QURU,Manhattan,
A Subway bldg,MARGARET CORBIN DRIVE,16,PLAC,Manhattan,
A Subway bldg,MARGARET CORBIN DRIVE,21,PLAC,Manhattan,
A Subway bldg,MARGARET CORBIN DRIVE,15,TADI,Manhattan,
A Subway bldg,MARGARET CORBIN DRIVE,19,PLAC,Manhattan,
A Subway bldg,MARGARET CORBIN DRIVE,10,TADI,Manhattan,
A Subway bldg,MARGARET CORBIN DRIVE,4,QURU,Manhattan,
A Subway bldg,MARGARET CORBIN DRIVE,16,PLAC,Manhattan,
A Subway bldg,MARGARET CORBIN DRIVE,4,QURU,Manhattan,
A Subway bldg,MARGARET CORBIN DRIVE,4,QURU,Manhattan,
A Subway bldg,MARGARET CORBIN DRIVE,4,QURU,Manhattan,
491,ST NICHOLAS AVENUE,8,PYCA,Manhattan,
491,ST NICHOLAS AVENUE,9,PYCA,Manhattan,
491,ST NICHOLAS AVENUE,8,PYCA,Manhattan,
471,ST NICHOLAS AVENUE,5,GIBI,Manhattan,
471,ST NICHOLAS AVENUE,21,QUPA,Manhattan,
471,ST NICHOLAS AVENUE,0,,Manhattan,
471,ST NICHOLAS AVENUE,4,GYDI,Manhattan,
441,ST NICHOLAS AVENUE,4,QUPA,Manhattan,
365,ST NICHOLAS AVENUE,5,ZESE,Manhattan,
365,ST NICHOLAS AVENUE,5,ZESE,Manhattan,
365,ST NICHOLAS AVENUE,4,UL,Manhattan,
365,ST NICHOLAS AVENUE,0,,Manhattan,
365,ST NICHOLAS AVENUE,6,ACPL,Manhattan,
365,ST NICHOLAS AVENUE,5,ACPL,Manhattan,
365,ST NICHOLAS AVENUE,4,UL,Manhattan,
365,ST NICHOLAS AVENUE,5,ACPL,Manhattan,
491,ST NICHOLAS AVENUE,6,TICO,Manhattan,
491,ST NICHOLAS AVENUE,8,PYCA,Manhattan,
491,ST NICHOLAS AVENUE,8,PYCA,Manhattan,
471,ST NICHOLAS AVENUE,6,TICO,Manhattan,
441,ST NICHOLAS AVENUE,0,,Manhattan,
441,ST NICHOLAS AVENUE,10,QUPA,Manhattan,
441,ST NICHOLAS AVENUE,6,QUPA,Manhattan,
441,ST NICHOLAS AVENUE,6,QUPA,Manhattan,
441,ST NICHOLAS AVENUE,0,,Manhattan,
441,ST NICHOLAS AVENUE,0,,Manhattan,
441,ST NICHOLAS AVENUE,7,TICO,Manhattan,
441,ST NICHOLAS AVENUE,9,QUPA,Manhattan,
491,ST NICHOLAS AVENUE,10,PYCA,Manhattan,
441,ST NICHOLAS AVENUE,22,QUPA,Manhattan,
441,ST NICHOLAS AVENUE,0,,Manhattan,
441,ST NICHOLAS AVENUE,7,QUPA,Manhattan,
441,ST NICHOLAS AVENUE,14,PLAC,Manhattan,
441,ST NICHOLAS AVENUE,14,QUPA,Manhattan,
441,ST NICHOLAS AVENUE,17,QUPA,Manhattan,
441,ST NICHOLAS AVENUE,0,,Manhattan,
441,ST NICHOLAS AVENUE,5,QUPA,Manhattan,
385,ST NICHOLAS AVENUE,12,QUPA,Manhattan,
441,ST NICHOLAS AVENUE,5,QUPA,Manhattan,
441,ST NICHOLAS AVENUE,4,QUPA,Manhattan,
441,ST NICHOLAS AVENUE,4,QUPA,Manhattan,
441,ST NICHOLAS AVENUE,12,QUPA,Manhattan,
441,ST NICHOLAS AVENUE,14,QUPA,Manhattan,
385,ST NICHOLAS AVENUE,8,TICO,Manhattan,
385,ST NICHOLAS AVENUE,7,TICO,Manhattan,
385,ST NICHOLAS AVENUE,4,UL,Manhattan,
385,ST NICHOLAS AVENUE,5,UL,Manhattan,
560,SEAMAN AVENUE,6,UNK,Manhattan,
580,SEAMAN AVENUE,4,GLTR,Manhattan,
108,WEST  218 STREET,30,UNK,Manhattan,
108,WEST  218 STREET,4,ZESE,Manhattan,
108,WEST  218 STREET,4,ZESE,Manhattan,
108,WEST  218 STREET,3,ZESE,Manhattan,
108,WEST  218 STREET,3,ZESE,Manhattan,
435,WEST  180 STREET,3,GLTR,Manhattan,
100,WEST  186 STREET,15,TICO,Manhattan,
4351,BENNETT AVENUE,21,QUPA,Manhattan,
4351,BENNETT AVENUE,20,QUPA,Manhattan,
99,WEST  163 STREET,3,,Manhattan,
99,WEST  163 STREET,11,QUAL,Manhattan,
99,WEST  163 STREET,0,,Manhattan,
99,WEST  163 STREET,2,,Manhattan,
630,SEAMAN AVENUE,7,UNK,Manhattan,
630,SEAMAN AVENUE,14,ACPL,Manhattan,
99,WEST  163 STREET,0,,Manhattan,
99,WEST  163 STREET,16,PLAC,Manhattan,
99,WEST  163 STREET,17,PLAC,Manhattan,
2935,WADSWORTH AVENUE,2,GLTR,Manhattan,
2935,WADSWORTH AVENUE,2,GLTR,Manhattan,
2935,WADSWORTH AVENUE,2,GLTR,Manhattan,
2935,WADSWORTH AVENUE,3,QUPA,Manhattan,
2935,WADSWORTH AVENUE,4,QUPA,Manhattan,
2935,WADSWORTH AVENUE,4,QURU,Manhattan,
609,ST NICHOLAS AVENUE,6,QURU,Manhattan,
611,ST NICHOLAS AVENUE,5,QUPH,Manhattan,
619,ST NICHOLAS AVENUE,7,QURU,Manhattan,
220,WEST  185 STREET,10,TICO,Manhattan,
100,WEST  186 STREET,14,QUPA,Manhattan,
100,WEST  186 STREET,11,QUPA,Manhattan,
100,WEST  186 STREET,4,GIBI,Manhattan,
100,WEST  186 STREET,4,GIBI,Manhattan,
99,WEST  163 STREET,3,PR,Manhattan,
99,WEST  163 STREET,20,PLAC,Manhattan,
99,WEST  163 STREET,3,ULPA,Manhattan,
61,WEST  163 STREET,5,TICO,Manhattan,
61,WEST  163 STREET,6,TICO,Manhattan,
61,WEST  163 STREET,6,TICO,Manhattan,
61,WEST  163 STREET,4,UNK,Manhattan,
2931,WADSWORTH AVENUE,4,GLTR,Manhattan,
15128,NAGLE AVENUE,12,QUPA,Manhattan,
15128,NAGLE AVENUE,11,QUPA,Manhattan,
15128,NAGLE AVENUE,12,QUPA,Manhattan,
151,FT GEORGE HILL,7,PYCA,Manhattan,
151,FT GEORGE HILL,7,PYCA,Manhattan,
15128,NAGLE AVENUE,11,QUPA,Manhattan,
72,PAYSON AVENUE,10,GIBI,Manhattan,
72,PAYSON AVENUE,6,GIBI,Manhattan,
72,PAYSON AVENUE,8,GIBI,Manhattan,
72,PAYSON AVENUE,9,GIBI,Manhattan,
571,POST AVENUE,8,PYCA,Manhattan,
571,POST AVENUE,8,FRPE,Manhattan,
571,POST AVENUE,7,FRPE,Manhattan,
