BUILDINGNU,BUILDINGST,DIAMETER,SPECIES,BOROUGH,ZIPCODE
530,WEST   57 STREET,7,GIBI,Manhattan,10019
530,WEST   57 STREET,9,GIBI,Manhattan,10019
515,WEST   57 STREET,5,TICO,Manhattan,10019
521,WEST   57 STREET,4,QUPA,Manhattan,10019
533,WEST   57 STREET,4,QUPA,Manhattan,10019
533,WEST   57 STREET,4,ACSA1,Manhattan,10019
555,WEST   57 STREET,12,GLTR,Manhattan,10019
530,WEST   57 STREET,9,GIBI,Manhattan,10019
530,WEST   57 STREET,8,GIBI,Manhattan,10019
521,WEST   57 STREET,4,QUPA,Manhattan,10019
521,WEST   57 STREET,4,QUPA,Manhattan,10019
533,WEST   57 STREET,4,ACSA1,Manhattan,10019
533,WEST   57 STREET,6,TIAM,Manhattan,10019
555,WEST   57 STREET,12,GLTR,Manhattan,10019
555,WEST   57 STREET,10,GLTR,Manhattan,10019
555,WEST   57 STREET,12,GLTR,Manhattan,10019
527,WEST   47 STREET,5,TIAM,Manhattan,10036
512,WEST   19 STREET,11,STJA2,Manhattan,10011
531,WEST   19 STREET,8,GLTR,Manhattan,10011
524,WEST   19 STREET,7,GIBI,Manhattan,10011
548,WEST   22 STREET,8,PLAC,Manhattan,10011
515,WEST   48 STREET,3,ZESE,Manhattan,10036
512,WEST   19 STREET,5,STJA2,Manhattan,10011
524,WEST   19 STREET,7,TITO,Manhattan,10011
566,WEST   22 STREET,6,GLTR,Manhattan,10011
548,WEST   22 STREET,10,QUPA,Manhattan,10011
548,WEST   22 STREET,6,TICO,Manhattan,10011
540,WEST   22 STREET,3,TICO,Manhattan,10011
548,WEST   22 STREET,11,PYCA,Manhattan,10011
548,WEST   22 STREET,8,GIBI,Manhattan,10011
522,WEST   47 STREET,3,GLTR,Manhattan,10036
502,WEST   47 STREET,4,GLTR,Manhattan,10036
500,WEST   47 STREET,12,GLTR,Manhattan,10036
520,WEST   47 STREET,3,GLTR,Manhattan,10036
500,WEST   47 STREET,9,GLTR,Manhattan,10036
517,WEST   48 STREET,3,ZESE,Manhattan,10036
504,WEST   48 STREET,9,GLTR,Manhattan,10036
520,WEST   48 STREET,4,TIAM,Manhattan,10036
520,WEST   48 STREET,3,TIAM,Manhattan,10036
520,WEST   48 STREET,0,,Manhattan,10036
500,WEST   48 STREET,9,GLTR,Manhattan,10036
514,WEST   48 STREET,10,GLTR,Manhattan,10036
520,WEST   48 STREET,3,TIAM,Manhattan,10036
520,WEST   48 STREET,3,TIAM,Manhattan,10036
540,WEST   48 STREET,6,PYCA,Manhattan,10036
540,WEST   48 STREET,8,PYCA,Manhattan,10036
527,WEST   47 STREET,5,GLTR,Manhattan,10036
540,WEST   48 STREET,5,PYCA,Manhattan,10036
540,WEST   48 STREET,7,PYCA,Manhattan,10036
527,WEST   47 STREET,7,GLTR,Manhattan,10036
527,WEST   47 STREET,5,,Manhattan,10036
521,WEST   47 STREET,3,QUPA,Manhattan,10036
522,WEST   22 STREET,4,ZESE,Manhattan,10011
503,WEST   22 STREET,6,GLTR,Manhattan,10011
500,WEST   22 STREET,6,GLTR,Manhattan,10011
503,WEST   22 STREET,11,TICO,Manhattan,10011
525,WEST   22 STREET,5,QUPA,Manhattan,10011
525,WEST   22 STREET,4,QUPA,Manhattan,10011
525,WEST   22 STREET,4,QUPA,Manhattan,10011
525,WEST   22 STREET,4,QUPA,Manhattan,10011
525,WEST   22 STREET,5,QUPA,Manhattan,10011
525,WEST   22 STREET,5,QUPA,Manhattan,10011
527,WEST   22 STREET,5,FRPE,Manhattan,10011
535,WEST   22 STREET,4,QUPA,Manhattan,10011
545,WEST   22 STREET,6,QUPA,Manhattan,10011
559,WEST   22 STREET,5,GLTR,Manhattan,10011
197,10 AVENUE,11,GLTR,Manhattan,10011
527,WEST   22 STREET,6,FRPE,Manhattan,10011
527,WEST   22 STREET,5,FRPE,Manhattan,10011
535,WEST   22 STREET,7,ZESE,Manhattan,10011
551,WEST   22 STREET,5,QURU,Manhattan,10011
559,WEST   22 STREET,5,GLTR,Manhattan,10011
197,10 AVENUE,9,GLTR,Manhattan,10011
193,10 AVENUE,14,PLAC,Manhattan,10011
473,WEST   21 STREET,4,GLTR,Manhattan,10011
195,10 AVENUE,10,GLTR,Manhattan,10011
193,10 AVENUE,15,PLAC,Manhattan,10011
473,WEST   21 STREET,13,GLTR,Manhattan,10011
192,10 AVENUE,7,GLTR,Manhattan,10011
653,10 AVENUE,11,TIAM,Manhattan,10036
528,WEST   46 STREET,8,FRPE,Manhattan,10036
192,10 AVENUE,11,GLTR,Manhattan,10011
177,10 AVENUE,11,GLTR,Manhattan,10011
653,10 AVENUE,8,GLTR,Manhattan,10036
527,WEST   46 STREET,8,FRPE,Manhattan,10036
510,WEST   46 STREET,4,FRPE,Manhattan,10036
510,WEST   46 STREET,4,TICO,Manhattan,10036
510,WEST   46 STREET,4,TICO,Manhattan,10036
528,WEST   46 STREET,15,TICO,Manhattan,10036
534,WEST   46 STREET,6,TICO,Manhattan,10036
510,WEST   46 STREET,4,TICO,Manhattan,10036
510,WEST   46 STREET,4,TICO,Manhattan,10036
510,WEST   46 STREET,5,TICO,Manhattan,10036
526,WEST   46 STREET,10,TICO,Manhattan,10036
532,WEST   46 STREET,12,TICO,Manhattan,10036
626,11 AVENUE,12,TICO,Manhattan,10036
501,WEST   45 STREET,8,GLTR,Manhattan,10036
527,WEST   45 STREET,5,STJA2,Manhattan,10036
626,11 AVENUE,6,QUPA,Manhattan,10036
503,WEST   45 STREET,4,FRPE,Manhattan,10036
545,WEST   45 STREET,6,TICO,Manhattan,10036
545,WEST   45 STREET,9,TICO,Manhattan,10036
520,WEST   45 STREET,7,GLTR,Manhattan,10036
545,WEST   45 STREET,6,TICO,Manhattan,10036
545,WEST   45 STREET,8,TICO,Manhattan,10036
520,WEST   45 STREET,8,GLTR,Manhattan,10036
595,11 AVENUE,11,TICO,Manhattan,10036
595,11 AVENUE,16,TICO,Manhattan,10036
589,11 AVENUE,4,PRCE,Manhattan,10036
790,11 AVENUE,13,GLTR,Manhattan,10019
575,11 AVENUE,8,GLTR,Manhattan,10036
575,11 AVENUE,9,GLTR,Manhattan,10036
575,11 AVENUE,8,GLTR,Manhattan,10036
575,11 AVENUE,9,GLTR,Manhattan,10036
790,11 AVENUE,11,GLTR,Manhattan,10019
723,11 AVENUE,7,GIBI,Manhattan,10019
600,WEST   59 STREET,0,0,Manhattan,10019
600,WEST   59 STREET,0,0,Manhattan,10019
600,WEST   59 STREET,0,0,Manhattan,10019
600,WEST   59 STREET,0,0,Manhattan,10019
600,WEST   59 STREET,7,GIBI,Manhattan,10019
600,WEST   59 STREET,0,0,Manhattan,10019
600,WEST   59 STREET,0,0,Manhattan,10019
600,WEST   59 STREET,6,GIBI,Manhattan,10019
600,WEST   59 STREET,7,GIBI,Manhattan,10019
600,WEST   59 STREET,9,GIBI,Manhattan,10019
600,WEST   59 STREET,8,GIBI,Manhattan,10019
600,WEST   59 STREET,9,GIBI,Manhattan,10019
600,WEST   59 STREET,6,GIBI,Manhattan,10019
600,WEST   59 STREET,0,,Manhattan,10019
600,WEST   59 STREET,8,GIBI,Manhattan,10019
600,WEST   59 STREET,0,0,Manhattan,10019
600,WEST   59 STREET,9,GIBI,Manhattan,10019
600,WEST   59 STREET,0,,Manhattan,10019
343,WEST   25 STREET,13,PYCA,Manhattan,10001
365,WEST   25 STREET,10,PYCA,Manhattan,10001
365,WEST   25 STREET,10,PYCA,Manhattan,10001
365,WEST   25 STREET,15,PYCA,Manhattan,10001
365,WEST   25 STREET,15,PYCA,Manhattan,10001
343,WEST   25 STREET,15,PYCA,Manhattan,10001
520,WEST   44 STREET,2,GLTR,Manhattan,10036
518,WEST   44 STREET,2,PYCA,Manhattan,10036
343,WEST   25 STREET,13,PYCA,Manhattan,10001
518,WEST   44 STREET,2,PYCA,Manhattan,10036
329,WEST   25 STREET,12,PYCA,Manhattan,10001
516,WEST   44 STREET,2,GLTR,Manhattan,10036
514,WEST   44 STREET,2,GLTR,Manhattan,10036
504,WEST   44 STREET,12,ZESE,Manhattan,10036
329,WEST   25 STREET,12,PYCA,Manhattan,10001
515,WEST   43 STREET,2,GIBI,Manhattan,10036
502,WEST   44 STREET,7,ZESE,Manhattan,10036
315,WEST   25 STREET,12,PYCA,Manhattan,10001
500,WEST   44 STREET,8,ZESE,Manhattan,10036
315,WEST   25 STREET,13,PYCA,Manhattan,10001
315,WEST   25 STREET,11,PYCA,Manhattan,10001
321,WEST   24 STREET,14,ACPL,Manhattan,10011
321,WEST   24 STREET,24,ACPL,Manhattan,10011
315,WEST   25 STREET,11,PYCA,Manhattan,10001
521,WEST   43 STREET,2,GIBI,Manhattan,10036
229,8 AVENUE,4,GLTR,Manhattan,10011
229,8 AVENUE,4,GLTR,Manhattan,10011
233,8 AVENUE,7,GLTR,Manhattan,10011
205,8 AVENUE,7,GLTR,Manhattan,10011
208,8 AVENUE,10,GLTR,Manhattan,10011
196,7 AVENUE,13,PLAC,Manhattan,10011
177,7 AVENUE,3,ROPS,Manhattan,10011
177,7 AVENUE,3,LITU,Manhattan,10011
150,WEST   21 STREET,8,PYCA,Manhattan,10011
180,7 AVENUE,3,,Manhattan,10011
184,7 AVENUE,3,0,Manhattan,10011
120,WEST   21 STREET,3,TITO,Manhattan,10011
321,WEST   24 STREET,12,ACPL,Manhattan,10011
321,WEST   24 STREET,15,ACPL,Manhattan,10011
321,WEST   24 STREET,11,ACPL,Manhattan,10011
321,WEST   24 STREET,14,ACPL,Manhattan,10011
321,WEST   25 STREET,12,ACPL,Manhattan,10001
321,WEST   24 STREET,16,ACPL,Manhattan,10011
321,WEST   24 STREET,17,ACPL,Manhattan,10011
321,WEST   24 STREET,11,ACPL,Manhattan,10011
321,WEST   24 STREET,15,ACPL,Manhattan,10011
321,WEST   24 STREET,3,TITO,Manhattan,10011
321,WEST   24 STREET,15,ACPL,Manhattan,10011
339,WEST   24 STREET,15,ACPL,Manhattan,10011
339,WEST   24 STREET,13,ACPL,Manhattan,10011
341,WEST   24 STREET,13,ACPL,Manhattan,10011
341,WEST   24 STREET,14,ACPL,Manhattan,10011
339,WEST   24 STREET,17,ACPL,Manhattan,10011
339,WEST   24 STREET,14,ACPL,Manhattan,10011
339,WEST   24 STREET,13,ACPL,Manhattan,10011
341,WEST   24 STREET,20,ACPL,Manhattan,10011
341,WEST   24 STREET,18,ACPL,Manhattan,10011
350,WEST   24 STREET,17,ACPL,Manhattan,10011
350,WEST   24 STREET,12,ACPL,Manhattan,10011
350,WEST   24 STREET,13,ACPL,Manhattan,10011
341,WEST   24 STREET,4,UNK,Manhattan,10011
350,WEST   24 STREET,8,ACPL,Manhattan,10011
350,WEST   24 STREET,16,ACPL,Manhattan,10011
350,WEST   24 STREET,15,ACPL,Manhattan,10011
350,WEST   24 STREET,16,ACPL,Manhattan,10011
333,WEST   23 STREET,6,ACSA1,Manhattan,10011
333,WEST   23 STREET,7,ACSA1,Manhattan,10011
312,WEST   25 STREET,15,ACPL,Manhattan,10001
312,WEST   25 STREET,18,ACPL,Manhattan,10001
312,WEST   25 STREET,10,TITO,Manhattan,10001
312,WEST   25 STREET,14,ACPL,Manhattan,10001
315,WEST   23 STREET,13,PYCA,Manhattan,10011
350,WEST   24 STREET,14,ACPL,Manhattan,10011
350,WEST   24 STREET,16,ACPL,Manhattan,10011
333,WEST   23 STREET,5,ACSA1,Manhattan,10011
315,WEST   23 STREET,7,PYCA,Manhattan,10011
315,WEST   23 STREET,3,PYCA,Manhattan,10011
333,WEST   23 STREET,10,PYCA,Manhattan,10011
333,WEST   23 STREET,4,TITO,Manhattan,10011
350,WEST   24 STREET,5,TITO,Manhattan,10011
333,WEST   23 STREET,9,PYCA,Manhattan,10011
333,WEST   23 STREET,4,TITO,Manhattan,10011
350,WEST   24 STREET,5,GIBI,Manhattan,10011
350,WEST   24 STREET,5,TITO,Manhattan,10011
360,WEST   23 STREET,4,GLTR,Manhattan,10011
500,WEST   43 STREET,9,PYCA,Manhattan,10036
500,WEST   43 STREET,10,PYCA,Manhattan,10036
350,WEST   24 STREET,4,TITO,Manhattan,10011
350,WEST   24 STREET,5,GLTR,Manhattan,10011
354,WEST   23 STREET,4,GLTR,Manhattan,10011
350,WEST   23 STREET,0,,Manhattan,10011
348,WEST   23 STREET,4,GLTR,Manhattan,10011
344,WEST   23 STREET,3,GIBI,Manhattan,10011
500,WEST   43 STREET,9,PYCA,Manhattan,10036
500,WEST   43 STREET,8,PYCA,Manhattan,10036
344,WEST   23 STREET,4,GIBI,Manhattan,10011
344,WEST   24 STREET,3,GIBI,Manhattan,10011
344,WEST   23 STREET,5,GIBI,Manhattan,10011
340,WEST   23 STREET,5,PYCA,Manhattan,10011
520,WEST   43 STREET,3,GIBI,Manhattan,10036
520,WEST   43 STREET,5,GIBI,Manhattan,10036
520,WEST   43 STREET,3,GIBI,Manhattan,10036
326,WEST   23 STREET,7,GIBI,Manhattan,10011
560,WEST   43 STREET,8,PYCA,Manhattan,10036
314,WEST   23 STREET,4,GIBI,Manhattan,10011
550,WEST   43 STREET,3,ULAM,Manhattan,10036
320,WEST   23 STREET,5,,Manhattan,10011
312,WEST   23 STREET,4,GIBI,Manhattan,10011
560,WEST   43 STREET,0,,Manhattan,10036
280,9 AVENUE,14,PLAC,Manhattan,10001
333,WEST   26 STREET,17,PLAC,Manhattan,10001
333,WEST   26 STREET,16,PLAC,Manhattan,10001
560,WEST   43 STREET,2,,Manhattan,10036
280,9 AVENUE,16,PLAC,Manhattan,10001
280,9 AVENUE,15,PLAC,Manhattan,10001
470,WEST   21 STREET,12,GLTR,Manhattan,10011
205,10 AVENUE,13,PLAC,Manhattan,10011
333,WEST   26 STREET,19,PLAC,Manhattan,10001
333,WEST   26 STREET,18,PLAC,Manhattan,10001
562,WEST   23 STREET,17,PLAC,Manhattan,10011
333,WEST   26 STREET,15,PLAC,Manhattan,10001
556,WEST   22 STREET,5,ZESE,Manhattan,10011
333,WEST   26 STREET,18,PLAC,Manhattan,10001
333,WEST   26 STREET,18,PLAC,Manhattan,10001
333,WEST   26 STREET,14,PLAC,Manhattan,10001
307,WEST   26 STREET,13,PLAC,Manhattan,10001
307,WEST   26 STREET,5,ZESE,Manhattan,10001
333,WEST   26 STREET,13,PLAC,Manhattan,10001
333,WEST   26 STREET,18,,Manhattan,10001
307,WEST   26 STREET,6,ZESE,Manhattan,10001
312,WEST   25 STREET,9,PYCA,Manhattan,10001
312,WEST   25 STREET,7,PYCA,Manhattan,10001
312,WEST   25 STREET,17,ACPL,Manhattan,10001
312,WEST   25 STREET,16,ACPL,Manhattan,10001
312,WEST   25 STREET,10,GLTR,Manhattan,10001
312,WEST   25 STREET,8,PYCA,Manhattan,10001
351,WEST   24 STREET,11,PYCA,Manhattan,10011
351,WEST   24 STREET,8,PYCA,Manhattan,10011
365,WEST   25 STREET,0,,Manhattan,10001
351,WEST   24 STREET,7,PYCA,Manhattan,10011
351,WEST   24 STREET,6,PYCA,Manhattan,10011
351,WEST   24 STREET,7,PYCA,Manhattan,10011
351,WEST   24 STREET,12,ACPL,Manhattan,10011
351,WEST   24 STREET,9,PYCA,Manhattan,10011
351,WEST   24 STREET,10,PYCA,Manhattan,10011
359,WEST   24 STREET,12,PYCA,Manhattan,10011
250,9 AVENUE,4,ZESE,Manhattan,10001
351,WEST   24 STREET,8,PYCA,Manhattan,10011
359,WEST   24 STREET,10,PYCA,Manhattan,10011
250,9 AVENUE,5,ZESE,Manhattan,10001
329,WEST   25 STREET,13,PLAC,Manhattan,10001
315,8 AVENUE,19,PLAC,Manhattan,10001
315,8 AVENUE,17,PLAC,Manhattan,10001
311,WEST   50 STREET,1,,Manhattan,10019
305,WEST   50 STREET,3,PYCA,Manhattan,10019
311,WEST   50 STREET,2,QURU,Manhattan,10019
311,WEST   50 STREET,2,,Manhattan,10019
349,WEST   50 STREET,12,PYCA,Manhattan,10019
349,WEST   50 STREET,12,PYCA,Manhattan,10019
365,WEST   50 STREET,13,GLTR,Manhattan,10019
311,WEST   50 STREET,2,QURU,Manhattan,10019
349,WEST   50 STREET,3,GLTR,Manhattan,10019
349,WEST   50 STREET,6,GLTR,Manhattan,10019
365,WEST   50 STREET,11,PYCA,Manhattan,10019
742,9 AVENUE,10,GLTR,Manhattan,10019
315,8 AVENUE,17,PLAC,Manhattan,10001
315,8 AVENUE,17,PLAC,Manhattan,10001
315,8 AVENUE,16,PLAC,Manhattan,10001
315,8 AVENUE,17,PLAC,Manhattan,10001
315,8 AVENUE,18,PLAC,Manhattan,10001
329,WEST   25 STREET,13,PLAC,Manhattan,10001
327,WEST   25 STREET,13,PLAC,Manhattan,10001
327,WEST   25 STREET,19,PLAC,Manhattan,10001
460,WEST   20 STREET,3,ACSA1,Manhattan,10011
460,WEST   20 STREET,3,ACSA1,Manhattan,10011
325,WEST   25 STREET,15,PLAC,Manhattan,10001
327,WEST   25 STREET,13,PLAC,Manhattan,10001
327,WEST   25 STREET,13,PLAC,Manhattan,10001
460,WEST   20 STREET,3,ACSA1,Manhattan,10011
460,WEST   20 STREET,3,ACSA1,Manhattan,10011
365,WEST   25 STREET,16,PLAC,Manhattan,10001
365,WEST   25 STREET,13,PLAC,Manhattan,10001
365,WEST   25 STREET,15,PLAC,Manhattan,10001
365,WEST   25 STREET,18,PLAC,Manhattan,10001
365,WEST   25 STREET,15,PLAC,Manhattan,10001
365,WEST   25 STREET,15,PLAC,Manhattan,10001
365,WEST   25 STREET,12,PLAC,Manhattan,10001
150,WEST   21 STREET,8,MA2,Manhattan,10011
150,WEST   21 STREET,7,PYCA,Manhattan,10011
120,WEST   21 STREET,4,TITO,Manhattan,10011
120,WEST   21 STREET,4,TITO,Manhattan,10011
365,WEST   25 STREET,12,PLAC,Manhattan,10001
150,WEST   21 STREET,10,PYCA,Manhattan,10011
120,WEST   21 STREET,4,TITO,Manhattan,10011
120,WEST   21 STREET,3,TITO,Manhattan,10011
120,WEST   21 STREET,3,TITO,Manhattan,10011
257,WEST   21 STREET,11,QUPA,Manhattan,10011
247,WEST   21 STREET,9,UNK,Manhattan,10011
261,WEST   21 STREET,2,QUPA,Manhattan,10011
261,WEST   21 STREET,3,GLTR,Manhattan,10011
249,WEST   21 STREET,12,QUPA,Manhattan,10011
215,EAST    4 STREET,3,UNK,Manhattan,10009
247,WEST   21 STREET,3,GLTR,Manhattan,10011
239,WEST   21 STREET,5,ULPA,Manhattan,10011
233,WEST   21 STREET,9,QUPA,Manhattan,10011
243,WEST   21 STREET,14,QUPA,Manhattan,10011
207,WEST   21 STREET,12,ROPS,Manhattan,10011
200,WEST   21 STREET,12,QUPA,Manhattan,10011
206,WEST   21 STREET,2,GLTR,Manhattan,10011
210,WEST   21 STREET,13,GLTR,Manhattan,10011
214,WEST   21 STREET,11,QUPA,Manhattan,10011
222,WEST   21 STREET,7,PYCA,Manhattan,10011
226,WEST   21 STREET,8,TICO,Manhattan,10011
228,WEST   21 STREET,3,UNK,Manhattan,10011
228,WEST   21 STREET,14,PYCA,Manhattan,10011
233,WEST   21 STREET,12,GLTR,Manhattan,10011
231,WEST   21 STREET,8,MA2,Manhattan,10011
231,WEST   21 STREET,3,PRVISH,Manhattan,10011
223,WEST   21 STREET,5,UNK,Manhattan,10011
223,WEST   21 STREET,8,MA2,Manhattan,10011
223,WEST   21 STREET,5,ACPL,Manhattan,10011
221,WEST   21 STREET,10,QUPA,Manhattan,10011
215,WEST   21 STREET,13,MA2,Manhattan,10011
242,WEST   21 STREET,9,TICO,Manhattan,10011
246,WEST   21 STREET,2,UNK,Manhattan,10011
217,WEST   21 STREET,13,QUPA,Manhattan,10011
211,WEST   21 STREET,12,QUPA,Manhattan,10011
209,WEST   21 STREET,2,LIST,Manhattan,10011
230,WEST   21 STREET,14,PYCA,Manhattan,10011
234,WEST   21 STREET,9,QUPA,Manhattan,10011
240,WEST   21 STREET,12,PLAC,Manhattan,10011
246,WEST   21 STREET,9,GIBI,Manhattan,10011
250,WEST   21 STREET,12,PLAC,Manhattan,10011
256,WEST   21 STREET,7,FRPE,Manhattan,10011
260,WEST   21 STREET,9,PLAC,Manhattan,10011
268,WEST   21 STREET,12,QUPA,Manhattan,10011
252,WEST   21 STREET,2,COFL,Manhattan,10011
260,WEST   21 STREET,9,FRPE,Manhattan,10011
899,10 AVENUE,9,PYCA,Manhattan,10019
899,10 AVENUE,9,PYCA,Manhattan,10019
899,10 AVENUE,9,PYCA,Manhattan,10019
899,10 AVENUE,9,PYCA,Manhattan,10019
36,WEST   60 STREET,5,GLTR,Manhattan,10023
36,WEST   60 STREET,6,PYCA,Manhattan,10023
36,WEST   60 STREET,6,PYCA,Manhattan,10023
36,WEST   60 STREET,6,PYCA,Manhattan,10023
36,WEST   60 STREET,6,GIBI,Manhattan,10023
36,WEST   60 STREET,6,GIBI,Manhattan,10023
36,WEST   60 STREET,5,GIBI,Manhattan,10023
36,WEST   60 STREET,5,GIBI,Manhattan,10023
36,WEST   60 STREET,5,PYCA,Manhattan,10023
36,WEST   60 STREET,5,PYCA,Manhattan,10023
36,WEST   60 STREET,3,QURU,Manhattan,10023
36,WEST   60 STREET,0,,Manhattan,10023
36,WEST   60 STREET,5,GIBI,Manhattan,10023
36,WEST   60 STREET,5,GIBI,Manhattan,10023
1000,10 AVENUE,13,PYCA,Manhattan,10019
1000,10 AVENUE,7,PYCA,Manhattan,10019
1000,10 AVENUE,7,PYCA,Manhattan,10019
1000,10 AVENUE,6,PYCA,Manhattan,10019
1000,10 AVENUE,8,PYCA,Manhattan,10019
1000,10 AVENUE,5,UNK,Manhattan,10019
1000,10 AVENUE,12,PYCA,Manhattan,10019
1000,10 AVENUE,13,PYCA,Manhattan,10019
1000,10 AVENUE,11,PYCA,Manhattan,10019
111,10 AVENUE,13,PYCA,Manhattan,10011
1000,10 AVENUE,11,PYCA,Manhattan,10019
36,WEST   60 STREET,9,GLTR,Manhattan,10023
2,WEST   60 STREET,15,PLAC,Manhattan,10023
36,WEST   60 STREET,10,GLTR,Manhattan,10023
36,WEST   60 STREET,5,GLTR,Manhattan,10023
177,10 AVENUE,2,TICO,Manhattan,10011
177,10 AVENUE,3,ACRU,Manhattan,10011
507,WEST   20 STREET,3,ACRU,Manhattan,10011
177,10 AVENUE,3,,Manhattan,10011
210,10 AVENUE,2,ROPS,Manhattan,10011
210,10 AVENUE,5,QUPA,Manhattan,10011
470,WEST   23 STREET,2,ROPS,Manhattan,10011
559,WEST   22 STREET,5,STJA2,Manhattan,10011
164,11 AVENUE,5,STJA2,Manhattan,10011
520,WEST   23 STREET,2,GLTR,Manhattan,10011
520,WEST   23 STREET,2,GLTR,Manhattan,10011
535,WEST   23 STREET,4,TICO,Manhattan,10011
535,WEST   23 STREET,0,,Manhattan,10011
535,WEST   23 STREET,3,TICO,Manhattan,10011
535,WEST   23 STREET,4,TICO,Manhattan,10011
210,11 AVENUE,11,PLAC,Manhattan,10001
201,11 AVENUE,9,TICO,Manhattan,10001
520,WEST   23 STREET,2,GLTR,Manhattan,10011
535,WEST   23 STREET,4,TICO,Manhattan,10011
535,WEST   23 STREET,4,TICO,Manhattan,10011
535,WEST   23 STREET,4,TICO,Manhattan,10011
535,WEST   23 STREET,5,TICO,Manhattan,10011
535,WEST   23 STREET,4,TICO,Manhattan,10011
201,11 AVENUE,14,TICO,Manhattan,10001
201,11 AVENUE,11,TICO,Manhattan,10001
201,11 AVENUE,9,TICO,Manhattan,10001
201,11 AVENUE,8,TICO,Manhattan,10001
201,11 AVENUE,8,TICO,Manhattan,10001
201,11 AVENUE,9,TICO,Manhattan,10001
101,WEST   14 STREET,7,GLTR,Manhattan,10011
101,WEST   15 STREET,7,TICO,Manhattan,10011
101,WEST   15 STREET,9,TICO,Manhattan,10011
74,7 AVENUE,8,TICO,Manhattan,10011
539,AVENUE OF THE AMERICAS,7,GLTR,Manhattan,10011
101,WEST   14 STREET,7,GLTR,Manhattan,10011
101,WEST   15 STREET,10,TICO,Manhattan,10011
72,7 AVENUE,6,PYCA,Manhattan,10011
79,7 AVENUE,9,GIBI,Manhattan,10011
77,7 AVENUE,7,GIBI,Manhattan,10011
77,7 AVENUE,4,GLTR,Manhattan,10011
77,7 AVENUE,6,GLTR,Manhattan,10011
77,7 AVENUE,6,GLTR,Manhattan,10011
77,7 AVENUE,6,GLTR,Manhattan,10011
77,7 AVENUE,7,GLTR,Manhattan,10011
841,10 AVENUE,3,GLTR,Manhattan,10019
841,10 Avenue,3,GLTR,Manhattan,10019
841,10 AVENUE,3,GLTR,Manhattan,10019
841,10 AVENUE,4,GLTR,Manhattan,10019
525,WEST   55 STREET,5,GLTR,Manhattan,10019
525,WEST   55 STREET,3,GLTR,Manhattan,10019
525,WEST   55 STREET,8,GLTR,Manhattan,10019
538,WEST   55 STREET,3,ACSA1,Manhattan,10019
841,10 AVENUE,4,GLTR,Manhattan,10019
841,10 AVENUE,4,GLTR,Manhattan,10019
525,WEST   55 STREET,6,GLTR,Manhattan,10019
525,WEST   55 STREET,12,TICO,Manhattan,10019
525,WEST   55 STREET,3,GLTR,Manhattan,10019
538,WEST   55 STREET,10,GLTR,Manhattan,10019
538,WEST   55 STREET,5,QUPA,Manhattan,10019
538,WEST   55 STREET,2,CEJA,Manhattan,10019
530,WEST   24 STREET,5,QUPA,Manhattan,10011
530,WEST   24 STREET,5,QUPA,Manhattan,10011
530,WEST   24 STREET,4,QUPA,Manhattan,10011
530,WEST   24 STREET,5,QUPA,Manhattan,10011
530,WEST   24 STREET,5,QUPA,Manhattan,10011
530,WEST   24 STREET,5,QUPA,Manhattan,10011
555,WEST   24 STREET,2,QUPA,Manhattan,10011
535,WEST   24 STREET,2,QUPA,Manhattan,10011
531,WEST   24 STREET,2,QUPA,Manhattan,10011
530,WEST   24 STREET,5,QUPA,Manhattan,10011
555,WEST   24 STREET,3,QUAL,Manhattan,10011
535,WEST   24 STREET,2,QUPA,Manhattan,10011
531,WEST   24 STREET,2,QUPA,Manhattan,10011
523,WEST   24 STREET,2,QUPA,Manhattan,10011
743,9 AVENUE,12,GLTR,Manhattan,10019
112,7 AVENUE,10,GIBI,Manhattan,10011
106,7 AVENUE,9,GIBI,Manhattan,10011
168,7 AVENUE,4,PYCA,Manhattan,10011
168,7 AVENUE,4,PYCA,Manhattan,10011
158,7 AVENUE,5,PYCA,Manhattan,10011
154,7 AVENUE,5,PYCA,Manhattan,10011
154,7 AVENUE,5,PYCA,Manhattan,10011
106,7 AVENUE,11,GIBI,Manhattan,10011
168,7 AVENUE,5,PYCA,Manhattan,10011
229,EAST    4 STREET,4,UNK,Manhattan,10009
158,7 AVENUE,5,PYCA,Manhattan,10011
121,WEST   50 STREET,2,GLTR,Manhattan,10019
121,WEST   50 STREET,3,GLTR,Manhattan,10019
860,1 AVENUE,10,GLTR,Manhattan,10017
5,MITCHELL PLACE,2,PYCA,Manhattan,10017
401,EAST   50 STREET,5,FRPE,Manhattan,10022
860,1 AVENUE,13,GLTR,Manhattan,10017
5,MITCHELL PLACE,4,PYCA,Manhattan,10017
400,EAST   51 STREET,3,PYCA,Manhattan,10022
400,EAST   51 STREET,3,PYCA,Manhattan,10022
405,EAST   51 STREET,4,ZESE,Manhattan,10022
400,EAST   51 STREET,3,PYCA,Manhattan,10022
400,EAST   51 STREET,3,PYCA,Manhattan,10022
940,1 AVENUE,2,ZESE,Manhattan,10022
679,3 AVENUE,5,GIBI,Manhattan,10017
679,3 AVENUE,6,GIBI,Manhattan,10017
230,EAST   43 STREET,4,TICO,Manhattan,10017
201,EAST   42 STREET,6,GIBI,Manhattan,10017
679,3 AVENUE,3,GIBI,Manhattan,10017
200,EAST   43 STREET,4,TICO,Manhattan,10017
230,EAST   43 STREET,5,TICO,Manhattan,10017
